id,inTexts,outTexts,inCalls,outCalls
0U9XV75IX,"[3, 0, 16, 22, 4, 28, 0, 13, 7, 29, 59, 61, 10, 74, 54, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
0XRDYXWOE,"[2, 3, 5, 1, 2, 2, 9, 4, 2, 7, 3, 1, 0, 3, 1, 2, 2, 4, 3, 0, 0, 2, 2, 4, 1, 6, 0, 2, 4, 3, 3, 1, 4, 1, 2, 5, 0, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 5, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 6, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 8, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
16EV5VR4O,"[3, 7, 5, 4, 21, 11, 4, 7, 2, 0, 0, 13, 7, 14, 11, 9, 3, 5, 1, 24, 10, 7, 27, 8, 0, 3, 3, 2, 6, 3, 1, 14, 8, 5, 6, 3, 17, 3, 5, 3, 4, 3, 5, 15, 1, 20, 5, 2, 7, 8, 6, 4, 1, 2, 13, 17, 30, 16, 5, 7, 2, 9, 11, 12, 6, 7, 3, 7, 13, 14, 10, 0, 0, 1, 1, 4, 2, 4, 23, 19, 13, 11, 2, 7, 6, 12, 2, 7, 17, 10, 2, 3, 8, 6, 16, 10, 6, 5, 8, 0, 0, 2, 3, 4, 8, 1, 6, 3, 2, 7, 3, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[122, 106, 242, 54, 3447, 1241, 60, 934, 56, 0, 0, 1005, 606, 172, 1984, 888, 37, 1109, 452, 44, 2649, 1816, 1467, 0, 0, 735, 633, 715, 1216, 901, 518, 20, 78, 349, 162, 750, 49, 13, 10, 81, 64, 507, 2225, 159, 16, 0, 2472, 45, 101, 1108, 3013, 0, 11, 16, 435, 443, 326, 2447, 0, 0, 1374, 758, 331, 0, 12, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 49, 434, 330, 0, 0, 197, 0, 0, 17, 1971, 335, 971, 1061, 1, 37, 137, 0, 0, 1, 138, 0, 0, 24, 0, 0, 492, 0, 1192, 0, 485, 0, 19, 0, 309, 0, 0, 0, 87, 0, 145, 0, 15, 0, 231, 8, 2082, 305, 1311, 1596, 0, 15, 3609, 0, 74, 309, 0, 28, 200, 0, 77, 292, 0, 316, 0, 315, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
18BU0T36C,"[10, 6, 9, 16, 7, 2, 2, 0, 6, 0, 0, 2, 1, 6, 1, 0, 0, 3, 4, 2, 0, 0, 1, 0, 0, 0, 1, 12, 9, 2, 2, 0, 0, 0, 0, 3, 3, 0, 0, 1, 5, 2, 9, 3, 0, 2, 2, 0, 2, 2, 7, 6, 3, 0, 2, 3, 6, 6, 4, 0, 0, 0, 1, 2, 0, 1, 6, 14, 1, 2, 9, 1, 3, 1, 1, 7, 2, 26, 7, 11, 2, 1, 1, 1, 3, 2, 4, 0, 0, 0, 19, 7, 6, 2, 1, 0, 0, 0, 0, 4, 2, 2, 0, 4, 22, 1, 0, 0, 0, 0, 0, 0]","[5, 1, 17, 24, 16, 9, 4, 2, 4, 0, 0, 0, 2, 8, 1, 0, 0, 4, 0, 7, 0, 0, 0, 0, 0, 0, 1, 15, 8, 4, 1, 0, 0, 0, 1, 2, 2, 0, 0, 0, 3, 1, 5, 0, 0, 0, 0, 0, 0, 2, 7, 5, 6, 0, 0, 0, 12, 12, 11, 0, 0, 0, 0, 0, 0, 1, 4, 17, 1, 1, 10, 0, 3, 2, 0, 11, 7, 27, 5, 12, 7, 0, 1, 0, 0, 1, 4, 0, 0, 0, 19, 4, 4, 0, 0, 0, 0, 0, 0, 5, 1, 8, 2, 3, 23, 3, 0, 0, 0, 0, 0, 0]","[88, 56, 0, 68, 384, 0, 0, 0, 0, 0, 0, 0, 141, 222, 124, 0, 0, 0, 768, 140, 0, 49, 0, 0, 0, 0, 1447, 119, 193, 31, 26, 0, 465, 0, 0, 0, 0, 0, 0, 0, 76, 0, 355, 0, 0, 0, 29, 10, 0, 206, 28, 0, 28, 0, 26, 0, 89, 259, 422, 0, 0, 0, 0, 0, 87, 41, 0, 308, 0, 0, 266, 845, 113, 0, 0, 646, 0, 577, 114, 52, 99, 0, 178, 0, 0, 0, 0, 0, 0, 0, 46, 0, 75, 0, 0, 0, 0, 0, 14, 17, 0, 0, 0, 992, 1321, 2023, 0, 0, 0, 0, 0, 0]","[44, 440, 3, 559, 246, 258, 9, 3, 489, 0, 0, 0, 194, 184, 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 5, 1106, 289, 318, 1420, 0, 201, 0, 1610, 77, 257, 0, 0, 0, 0, 90, 562, 0, 0, 0, 0, 0, 0, 90, 29, 0, 324, 0, 0, 0, 5, 0, 17, 0, 0, 0, 6, 0, 687, 0, 53, 169, 251, 0, 931, 38, 0, 0, 0, 0, 179, 187, 1029, 21, 7, 0, 0, 234, 499, 160, 177, 0, 0, 0, 405, 4, 0, 0, 0, 0, 0, 0, 0, 222, 0, 318, 0, 164, 94, 1737, 0, 0, 0, 0, 0, 0]"
18SVPE1ZJ,"[70, 95, 93, 39, 75, 119, 32, 50, 41, 48, 33, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1717, 1015, 1257, 32, 3068, 2627, 1140, 495, 573, 18, 46, 72, 24, 723, 95, 34, 818, 313, 1142, 92, 81, 170, 163, 250, 56, 2246, 0, 229, 14, 770, 1977, 443, 8, 2273, 666, 186, 464, 204, 0, 78, 0, 5351, 154, 2111, 151, 0, 667, 1027, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[376, 570, 510, 291, 232, 2192, 238, 199, 304, 20, 115, 91, 368, 204, 302, 664, 110, 358, 660, 106, 31, 291, 107, 87, 0, 0, 0, 39, 731, 904, 645, 4000, 207, 754, 836, 665, 256, 103, 119, 1188, 0, 8, 277, 159, 16, 265, 1601, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1FI0MTC50,"[3, 24, 36, 3, 1, 3, 3, 4, 7, 10, 1, 38, 22, 28, 13, 17, 20, 33, 81, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 5, 12, 1, 0, 0, 0, 1, 0, 7, 0, 4, 0, 6, 1, 0, 3, 9, 94, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 14, 0, 10, 1024, 61, 28, 1774, 9, 20, 10, 30, 1458, 73, 647, 477, 993, 334, 104, 81, 95, 0, 0, 0, 0, 28, 0, 0, 0, 28, 0, 0, 32, 75, 0, 12, 10, 0, 10, 10, 0, 10, 10, 10, 0, 10, 10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[45, 318, 0, 198, 1977, 1085, 38, 1677, 1038, 0, 43, 661, 459, 2767, 203, 1167, 817, 406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1MZ0A5PA6,"[1, 19, 9, 2, 3, 17, 15, 16, 3, 27, 21, 19, 15, 27, 5, 8, 18, 20, 24, 28, 28, 9, 4, 8, 8, 28, 24, 20, 18, 23, 9, 10, 16, 32, 16, 7, 5, 23, 17, 14, 11, 29, 14, 14, 31, 23, 9, 12, 9, 17, 0, 21, 2, 12, 22, 14, 3, 14, 14, 17, 25, 14, 22, 14, 3, 22, 8, 31, 26, 32, 16, 5, 31, 23, 11, 9, 23, 8, 19, 2, 4, 23, 28, 24, 17, 12, 22, 37, 35, 14, 38, 17, 19, 48, 46, 9, 25, 15, 32, 16, 15, 14, 15, 18, 26, 12, 33, 11, 24, 20, 13, 6]","[0, 14, 5, 3, 4, 16, 7, 18, 4, 25, 22, 16, 9, 20, 4, 5, 11, 13, 19, 15, 23, 11, 3, 4, 4, 17, 22, 15, 12, 19, 6, 5, 5, 20, 6, 0, 0, 16, 12, 5, 3, 19, 4, 8, 17, 18, 7, 10, 5, 10, 0, 12, 4, 7, 13, 11, 2, 11, 13, 11, 22, 12, 12, 14, 4, 12, 9, 22, 19, 17, 14, 4, 26, 16, 9, 4, 14, 9, 15, 1, 5, 24, 28, 26, 12, 8, 18, 23, 24, 16, 26, 11, 11, 37, 33, 5, 21, 17, 29, 14, 11, 11, 14, 18, 21, 5, 27, 13, 12, 15, 8, 8]","[0, 0, 0, 240, 91, 140, 45, 9, 0, 120, 0, 0, 0, 0, 0, 60, 24, 0, 0, 30, 0, 0, 34, 130, 153, 0, 344, 223, 76, 0, 0, 93, 168, 0, 104, 0, 0, 0, 5, 6, 0, 0, 0, 121, 0, 285, 0, 310, 140, 18, 0, 0, 0, 307, 0, 0, 470, 128, 1182, 0, 1405, 124, 0, 35, 0, 50, 246, 1523, 94, 154, 0, 0, 0, 0, 20, 3201, 112, 0, 0, 0, 151, 0, 587, 0, 270, 577, 0, 0, 79, 953, 124, 0, 0, 10, 1553, 227, 1715, 0, 0, 0, 0, 29, 362, 955, 0, 0, 335, 435, 172, 584, 325, 442]","[0, 0, 0, 56, 0, 154, 0, 10, 0, 2, 116, 27, 207, 911, 23, 0, 46, 0, 0, 344, 541, 0, 42, 446, 3, 471, 0, 721, 180, 0, 686, 0, 187, 0, 4, 0, 76, 98, 571, 153, 0, 0, 0, 149, 32, 0, 0, 25, 422, 58, 0, 0, 37, 1, 1057, 0, 0, 0, 1259, 323, 3, 470, 1121, 2, 0, 0, 0, 48, 347, 22, 0, 0, 166, 689, 1406, 235, 0, 33, 0, 0, 0, 115, 869, 0, 0, 0, 1490, 0, 208, 0, 1, 332, 0, 0, 0, 29, 270, 0, 0, 0, 0, 1274, 3227, 71, 0, 1141, 0, 275, 122, 6, 0, 2]"
1ZPER3JLY,"[5, 0, 1, 5, 7, 3, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 50, 105, 0, 0, 0, 34, 60, 0, 0, 0, 0, 109, 0, 38, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 14, 5, 0, 58, 0, 0, 0, 0, 0, 37, 17, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
22LL6OVMX,"[2, 6, 15, 19, 2, 7, 7, 3, 4, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 21, 28, 25, 0, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 972, 34, 0, 0, 6, 0, 7, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1072, 15, 599, 0, 39, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
24GRUOP7U,"[3, 0, 3, 0, 8, 17, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 3, 0, 1, 0]","[2, 1, 13, 7, 4, 16, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 0, 2, 0]","[0, 0, 0, 1089, 0, 0, 0, 65, 2151, 0, 0, 0, 0, 0, 0, 0, 45, 130, 0, 42, 682, 158, 0, 0, 51, 0, 0, 32, 0, 66, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 24, 32, 0, 71, 0, 0, 0, 0, 0, 74, 219, 0, 0, 0, 47, 206, 0, 0, 195, 0, 114, 70, 144, 158, 56, 0, 0, 0, 0, 0, 162, 0, 108, 0, 0, 399, 0, 363, 46, 58, 0, 177, 2547, 9, 0, 0, 0, 323, 0, 0, 0, 109, 0, 0, 17, 169, 0, 0, 216, 479, 0, 0, 0, 0, 0, 76, 0]","[485, 0, 0, 138, 0, 0, 0, 0, 4, 513, 0, 0, 41, 0, 210, 1046, 0, 0, 0, 2, 329, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 3, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 22, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 0, 0, 6, 0, 340, 0, 0, 0, 101, 0, 0, 247, 0, 0, 0, 102, 0, 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 1, 368]"
